,순위,종목코드,href,현재가,매출액[2019],매출액[2019.12],매출액[2020.03],영업이익[2019],영업이익[2019.12],영업이익[2020.03],당기순이익[2019],당기순이익[2019.12],당기순이익[2020.03],자산총계[2019],자산총계[2019.12],자산총계[2020.03],부채총계[2019],부채총계[2019.12],부채총계[2020.03],자본총계[2019],자본총계[2019.12],자본총계[2020.03],영업이익률[2019],영업이익률[2019.12],영업이익률[2020.03],순이익률[2019],순이익률[2019.12],순이익률[2020.03],ROE(%)[2019],ROE(%)[2019.12],ROE(%)[2020.03],ROA(%)[2019],ROA(%)[2019.12],ROA(%)[2020.03],부채비율[2019],부채비율[2019.12],부채비율[2020.03],EPS(원)[2019],EPS(원)[2019.12],EPS(원)[2020.03],PER(배)[2019],PER(배)[2019.12],PER(배)[2020.03],BPS(원)[2019],BPS(원)[2019.12],BPS(원)[2020.03],PBR(배)[2019],PBR(배)[2019.12],PBR(배)[2020.03],현금배당수익률[2019],현금배당수익률[2019.12],현금배당수익률[2020.03],현금배당성향(%)[2019],현금배당성향(%)[2019.12],현금배당성향(%)[2020.03]
해태제과식품,427,101530,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=101530,"7,950","6,900","1,561","1,635",145,-61,53,-347,-378,26,"7,568","7,568","7,748","5,127","5,127","5,320","2,441","2,441","2,427",2.10,-3.91,3.22,-5.03,-24.21,1.60,-13.11,-13.11,-11.86,-4.47,-4.47,-3.88,210.04,210.04,219.19,"-1,192","-1,297",89,N/A,N/A,N/A,"9,178","9,178","9,126",0.78,0.78,0.79,2.09,,,-11.46,-10.53,0.00
엘브이엠씨홀딩스,428,900140,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=900140,"4,645","3,637","1,141","1,094",-302,-71,-23,-556,-333,-18,"6,788","6,788","7,151","3,529","3,529","3,794","3,259","3,259","3,357",-8.30,-6.18,-2.08,-15.29,-29.19,-1.60,-15.37,-15.29,-14.73,-8.34,-8.30,-7.60,108.28,108.28,113.00,"-1,016",-658,-44,N/A,N/A,N/A,"6,231","6,231","6,502",0.67,0.67,0.62,,,,0.00,0.00,0.00
IHQ,429,003560,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003560,"1,610",993,267,220,-70,-23,-87,-663,-625,-55,"1,658","1,658","1,608",290,290,295,"1,369","1,369","1,313",-7.09,-8.68,-39.47,-66.75,-234.59,-25.13,-39.04,-39.04,-43.28,-33.38,-33.38,-36.19,21.16,21.16,22.43,-453,-425,-38,N/A,N/A,N/A,950,950,911,1.84,1.84,1.32,,,,0.00,0.00,
신대양제지,430,016590,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016590,"58,200","6,468","1,649","1,538",947,213,220,723,124,200,"7,686","7,686","7,799","1,948","1,948","1,917","5,738","5,738","5,881",14.64,12.93,14.32,11.17,7.50,13.04,14.26,14.26,14.18,9.54,9.54,9.56,33.95,33.95,32.60,"13,849","2,315","4,077",4.30,4.30,3.65,"103,836","103,836","107,414",0.57,0.57,0.48,1.05,,,4.51,27.00,0.00
한국화장품,431,123690,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=123690,"14,350","1,312",293,226,-174,-69,-25,-172,-72,-21,813,813,844,461,461,514,352,352,330,-13.26,-23.50,-11.27,-13.13,-24.40,-9.43,-39.16,-39.16,-45.03,-19.54,-19.54,-20.94,131.03,131.03,155.88,"-1,072",-445,-132,N/A,N/A,N/A,"2,190","2,190","2,054",4.95,4.95,5.91,,,,0.00,0.00,
코오롱,432,002020,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002020,"18,250","44,060","12,043","10,312","1,245",369,887,-95,-173,641,"36,313","36,313","36,034","28,967","28,967","28,222","7,347","7,347","7,812",2.83,3.06,8.61,-0.22,-1.44,6.21,-2.61,-3.06,7.09,-0.27,-0.35,1.50,394.29,394.29,361.24,"-1,244","-1,475","4,427",N/A,N/A,3.57,"43,841","43,841","46,860",0.40,0.40,0.26,2.85,,,-40.51,-34.16,
코오롱글로벌,433,003070,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003070,"9,110","34,841","9,436","7,817","1,256",412,307,464,140,150,"22,181","22,181","21,761","17,504","17,504","16,940","4,678","4,678","4,821",3.60,4.37,3.93,1.33,1.49,1.92,10.74,10.74,11.30,2.18,2.18,2.21,374.17,374.17,351.34,"1,911",582,616,5.07,5.07,3.36,"18,373","18,373","18,855",0.53,0.53,0.37,3.61,,,18.23,25.74,0.00
선진,434,136490,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=136490,"9,640","10,140","3,080","2,812",401,69,197,203,145,93,"9,833","9,833","10,362","6,520","6,520","6,925","3,313","3,313","3,437",3.96,2.25,6.99,2.00,4.71,3.31,6.72,6.72,8.41,2.13,2.13,2.65,196.82,196.82,201.51,899,649,386,10.45,10.45,5.41,"13,439","13,439","13,947",0.70,0.70,0.45,0.53,,,5.56,7.70,
신세계 I&C,435,035510,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=035510,"136,000","4,560","1,286","1,118",185,64,59,107,50,39,"2,898","2,898","2,844",905,905,849,"1,992","1,992","1,995",4.06,4.97,5.30,2.34,3.90,3.50,5.44,5.44,7.95,3.58,3.58,5.48,45.43,45.43,42.54,"6,196","2,917","2,278",17.35,17.35,10.70,"121,746","121,746","121,926",0.88,0.88,0.79,1.86,,,30.71,65.23,
효성ITX,436,094280,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=094280,"19,400","3,882",975,"1,086",130,33,39,108,45,27,"1,593","1,593","1,642","1,076","1,076","1,206",517,517,436,3.36,3.38,3.56,2.79,4.59,2.46,21.77,21.77,24.71,7.71,7.71,7.29,208.04,208.04,276.48,871,360,215,19.16,19.16,14.30,"4,292","4,292","3,645",3.89,3.89,3.53,2.99,,,55.68,134.80,67.29
경보제약,437,214390,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=214390,"9,050","1,917",486,518,62,-17,21,53,-18,20,"2,378","2,378","2,445",887,887,960,"1,492","1,492","1,485",3.23,-3.48,4.12,2.76,-3.74,3.87,3.55,3.55,3.48,2.30,2.30,2.17,59.43,59.43,64.64,221,-76,84,37.36,37.36,31.11,"6,239","6,239","6,212",1.32,1.32,1.08,1.21,,,45.23,-131.53,
삼성출판사,438,068290,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=068290,"23,000","2,020",551,456,48,33,7,66,23,5,"2,415","2,415","2,464","1,200","1,200","1,255","1,215","1,215","1,210",2.38,6.07,1.59,3.27,4.17,1.15,5.49,5.49,1.78,3.06,3.06,1.21,98.79,98.79,103.73,487,49,39,52.05,52.05,128.80,"9,069","9,069","9,002",2.80,2.80,2.28,0.39,,,20.53,204.05,
국도화학,439,007690,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007690,"39,200","11,214","2,931","2,815",421,110,97,351,91,66,"9,054","9,054","10,057","3,773","3,773","4,782","5,282","5,282","5,276",3.75,3.75,3.46,3.13,3.12,2.35,6.89,6.89,6.41,3.99,3.99,3.40,71.43,71.43,90.64,"5,958","1,415","1,103",7.90,7.90,6.96,"92,813","92,813","94,110",0.51,0.51,0.41,3.19,,,24.12,101.56,
대신증권우,440,003545,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003545,"10,450","26,967","3,939","15,312",997,14,557,940,23,472,"194,373","194,373","207,747","174,202","174,202","187,616","20,170","20,170","20,131",3.70,0.34,3.64,3.48,0.58,3.08,4.79,4.79,4.90,0.49,0.49,0.47,863.65,863.65,931.97,"1,092",30,546,10.95,10.95,7.68,"29,197","29,197","29,124",0.41,0.41,0.29,8.37,,,72.88,"2,651.94",0.00
일성신약,441,003120,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003120,"85,600",484,129,112,-13,1,1,67,32,6,"3,695","3,695","3,699",240,240,261,"3,455","3,455","3,437",-2.60,1.13,0.70,13.88,25.02,4.95,2.01,2.01,2.07,1.88,1.88,1.92,6.95,6.95,7.61,"2,526","1,217",208,32.50,32.50,32.46,"225,255","225,255","224,106",0.36,0.36,0.38,0.91,,,17.12,35.52,
남양유업,442,003920,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003920,"313,000","10,308","2,605","2,315",4,-6,-206,292,52,-269,"10,564","10,564","10,329","1,441","1,441","1,483","9,122","9,122","8,845",0.04,-0.22,-8.88,2.84,1.99,-11.60,3.25,3.25,-0.33,2.77,2.77,-0.28,15.80,15.80,16.77,"32,968","5,843","-30,300",13.33,13.33,N/A,"1,077,820","1,077,820","1,045,090",0.41,0.41,0.28,0.23,,,2.92,16.50,0.00
LS전선아시아,443,229640,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=229640,"7,180","5,203","1,258","1,325",260,69,73,171,42,40,"3,597","3,597","4,098","1,984","1,984","2,439","1,612","1,612","1,659",4.99,5.49,5.50,3.28,3.37,3.00,12.07,12.07,11.62,4.82,4.82,4.32,123.08,123.08,147.01,523,129,120,15.33,15.33,13.32,"4,591","4,591","4,702",1.75,1.75,1.45,2.24,,,34.40,139.21,
KISCO홀딩스,444,001940,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001940,"12,200","11,830","2,766","2,432",576,59,173,629,58,199,"15,573","15,573","15,116","2,298","2,298","1,805","13,276","13,276","13,311",4.87,2.13,7.12,5.32,2.08,8.19,5.58,5.58,5.24,4.05,4.05,3.96,17.31,17.31,13.56,"2,408",336,609,5.31,5.31,4.26,"53,446","53,446","53,729",0.24,0.24,0.18,2.19,,,9.62,69.07,
애경유화,445,161000,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=161000,"6,960","10,170","2,266","2,160",469,60,131,304,-65,125,"4,928","4,928","4,977","1,328","1,328","1,353","3,600","3,600","3,623",4.61,2.66,6.07,2.99,-2.87,5.77,8.62,8.62,10.97,6.13,6.13,7.77,36.90,36.90,37.35,952,-203,390,8.61,8.61,4.77,"11,507","11,507","11,586",0.71,0.71,0.50,4.27,,,36.21,-170.25,
인스코비,446,006490,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006490,"2,280",753,164,124,47,-14,-9,-249,-285,-11,507,507,495,250,250,249,257,257,246,6.29,-8.43,-7.47,-33.09,-173.63,-8.92,-88.74,-88.74,-92.88,-46.05,-46.05,-47.64,97.35,97.35,101.05,-271,-298,-11,N/A,N/A,N/A,262,262,251,11.68,11.68,9.48,0.00,,,,,
풍산홀딩스,447,005810,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005810,"28,350","2,644",616,502,108,14,-10,242,77,-11,"9,386","9,386","9,360","2,163","2,163","2,219","7,223","7,223","7,142",4.08,2.20,-1.98,9.14,12.55,-2.15,3.39,3.39,2.55,2.66,2.66,1.97,29.95,29.95,31.07,"3,063",988,-136,11.09,11.09,10.89,"109,757","109,757","108,505",0.31,0.31,0.23,4.12,,,37.88,117.43,0.00
에어부산,448,298690,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=298690,"4,370","6,332","1,431",931,-378,-19,-385,-729,-94,-618,"9,858","9,858","10,031","8,777","8,777","9,568","1,081","1,081",463,-5.98,-1.33,-41.35,-11.52,-6.54,-66.31,-56.00,-56.00,,-11.32,-11.32,,811.83,811.83,"2,064.45","-1,400",-180,"-1,186",N/A,N/A,,"2,081","2,081",892,2.83,2.83,3.36,,,,,,0.00
용평리조트,449,070960,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=070960,"4,555","1,294",333,340,-41,2,-8,-138,-29,-36,"8,499","8,499","8,640","4,542","4,542","4,724","3,958","3,958","3,917",-3.19,0.53,-2.22,-10.66,-8.81,-10.70,-3.41,-3.41,-4.11,-1.66,-1.66,-1.97,114.75,114.75,120.61,-287,-61,-76,N/A,N/A,N/A,"8,222","8,222","8,137",0.73,0.73,0.46,,,,0.00,0.00,0.00
동부건설,450,005960,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005960,"9,840","11,554","3,750","3,015",555,246,170,598,307,180,"8,919","8,919","8,763","4,713","4,713","4,590","4,206","4,206","4,173",4.80,6.57,5.65,5.18,8.19,5.97,15.29,15.29,18.64,7.45,7.45,9.04,112.06,112.06,110.01,"2,803","1,393",816,3.05,3.05,2.10,"19,063","19,063","18,909",0.45,0.45,0.37,8.20,,,25.82,50.26,
일진홀딩스,451,015860,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=015860,"4,400","8,962","2,972","2,056",310,36,85,224,-22,106,"11,886","11,886","11,908","6,721","6,721","6,706","5,165","5,165","5,202",3.46,1.22,4.14,2.50,-0.74,5.14,4.52,4.52,7.63,1.94,1.95,3.10,130.13,130.13,128.91,255,-38,127,19.86,19.82,6.46,"6,240","6,240","6,271",0.81,0.81,0.44,1.97,,,36.49,-244.76,0.00
넥스트사이언스,452,003580,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003580,"6,770",350,235,70,-44,81,-32,-220,-71,-35,"1,294","1,294","1,454",475,475,495,819,819,958,-12.44,34.40,-45.24,-62.80,-30.18,-50.05,-30.34,-30.34,-26.01,-15.20,-15.20,-13.59,57.92,57.92,51.70,-901,-298,-101,N/A,N/A,N/A,"2,692","2,692","2,866",3.00,3.00,2.18,0.00,,,0.00,0.00,0.00
한국주철관,455,000970,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000970,"9,340","4,174","1,049","1,296",66,27,38,72,12,49,"3,520","3,556","3,636",831,835,867,"2,689","2,721","2,769",1.58,2.61,2.90,1.73,1.18,3.78,2.54,3.62,3.79,2.09,2.97,3.29,30.89,30.69,31.31,288,53,159,34.17,26.43,23.45,"12,170","12,304","12,466",0.81,0.89,0.83,2.03,,,65.59,0.00,0.00
한국철강,456,104700,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=104700,"4,610","7,191","1,856","1,485",122,-19,100,191,-33,127,"8,732","8,732","8,308","1,483","1,483","1,063","7,249","7,249","7,245",1.70,-1.02,6.71,2.65,-1.76,8.55,2.65,2.65,2.69,2.14,2.14,2.26,20.45,20.45,14.67,414,-71,276,11.41,11.41,7.67,"15,748","15,748","15,739",0.30,0.30,0.21,4.23,,,48.24,-282.10,
한국금융지주우,457,071055,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071055,"55,600","107,713","21,611","80,385","9,418","1,878","-1,679","8,472","1,511","-1,145","607,663","607,663","711,542","557,333","557,333","664,436","50,330","50,330","47,106",8.74,8.69,-2.09,7.87,6.99,-1.42,18.14,18.14,10.37,1.36,1.36,0.66,"1,107.36","1,107.36","1,410.50","13,724","2,474","-1,841",5.28,5.28,6.47,"85,684","85,684","80,201",0.84,0.84,0.62,4.01,,,20.08,111.39,0.00
예스코홀딩스,458,015360,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=015360,"34,750","11,082","3,252","4,026",221,76,130,221,-47,149,"15,443","15,443","16,040","9,353","9,353","9,918","6,090","6,090","6,122",2.00,2.33,3.24,2.00,-1.45,3.70,3.61,3.61,3.04,1.47,1.47,1.28,153.58,153.58,162.02,"3,278",-721,"2,414",11.41,11.41,10.03,"129,139","129,139","130,288",0.29,0.29,0.22,4.68,,,37.95,-172.62,
샘표식품,462,248170,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=248170,"43,900","2,808",716,743,310,46,106,268,36,95,"2,258","2,258","2,329",688,688,675,"1,570","1,570","1,654",11.04,6.36,14.26,9.55,5.03,12.84,18.57,18.57,20.43,12.43,12.43,13.65,43.80,43.80,40.80,"5,870",787,"2,090",5.79,5.79,3.58,"34,388","34,388","36,223",0.99,0.99,0.67,0.59,,,3.41,25.39,
세방,463,004360,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004360,"10,550","7,233","2,015","2,158",161,9,65,55,-348,152,"11,076","11,076","11,282","2,891","2,891","2,927","8,185","8,185","8,355",2.23,0.45,3.00,0.76,-17.26,7.06,0.68,0.68,0.67,0.52,0.52,0.50,35.33,35.33,35.03,240,"-1,509",662,47.94,47.94,32.10,"35,795","35,795","36,669",0.32,0.32,0.21,1.52,,,72.68,-11.55,
한세예스24홀딩스,464,016450,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016450,"5,130","27,710","7,224","6,177",977,89,141,31,-378,-144,"17,314","17,314","16,480","11,355","11,355","10,858","5,959","5,959","5,622",3.52,1.24,2.28,0.11,-5.24,-2.33,7.58,7.93,0.88,0.19,0.29,-1.64,190.55,190.55,193.14,504,-128,-71,14.65,14.00,81.20,"6,914","6,914","6,645",1.07,1.07,0.71,3.39,,,48.71,-192.34,
부국증권,465,001270,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001270,"19,850","6,100","1,387","3,141",360,60,155,274,43,110,"14,813","14,813","43,152","9,953","9,953","38,363","4,860","4,860","4,790",5.90,4.31,4.94,4.49,3.09,3.51,5.80,5.80,6.38,1.88,1.88,0.68,204.80,204.80,800.93,"2,055",315,841,10.14,10.14,7.20,"54,507","54,507","53,600",0.38,0.38,0.30,5.76,,,39.42,257.22,0.00
이엔플러스,467,074610,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=074610,"5,550",404,226,35,-154,-45,-17,-343,-186,24,"1,173","1,173",984,714,714,506,458,458,478,-38.15,-19.83,-47.76,-85.09,-82.33,66.34,-87.65,-87.65,-68.85,-32.94,-32.94,-29.22,155.81,155.81,105.98,"-1,088",-536,63,N/A,N/A,N/A,"1,232","1,232","1,284",6.33,6.33,3.47,,,,,,
무림P&P,468,009580,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009580,"3,195","6,313","1,539","1,472",494,52,36,104,-159,-23,"13,503","13,503","13,443","7,298","7,298","7,376","6,206","6,206","6,066",7.83,3.39,2.47,1.64,-10.32,-1.54,1.64,1.64,-0.63,0.77,0.77,-0.33,117.60,117.60,121.60,162,-255,-35,26.08,26.08,N/A,"9,842","9,842","9,623",0.43,0.43,0.30,4.14,,,108.01,-68.70,
코스맥스비티아이,469,044820,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=044820,"21,050","4,684","1,141","1,320",-73,-107,9,-139,-124,-35,"8,788","8,788","9,058","5,367","5,367","5,553","3,421","3,421","3,505",-1.57,-9.40,0.69,-2.97,-10.89,-2.66,0.14,0.14,-0.56,-1.58,-1.58,-2.11,156.91,156.91,158.45,42,-396,-28,323.72,323.72,N/A,"30,759","30,759","32,044",0.44,0.44,0.34,1.86,,,598.87,-62.77,0.00
대성홀딩스,470,016710,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016710,"12,000","9,186","2,846","3,434",239,170,171,179,75,196,"11,358","11,358","11,606","5,960","5,960","6,074","5,398","5,398","5,532",2.60,5.97,4.98,1.95,2.64,5.72,3.24,3.24,2.90,1.59,1.59,1.47,110.41,110.41,109.78,837,274,992,9.96,9.96,11.47,"26,020","26,020","26,761",0.32,0.32,0.33,3.00,,,29.88,91.30,0.00
대원강업,471,000430,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000430,"3,135","9,602","2,333","2,078",269,111,42,212,115,-33,"10,480","10,480","10,234","4,607","4,607","4,493","5,873","5,873","5,741",2.81,4.76,2.04,2.21,4.95,-1.57,3.39,3.39,1.88,1.99,1.99,1.31,78.44,78.44,78.26,258,179,-73,13.13,13.13,19.76,"7,743","7,743","7,551",0.44,0.44,0.37,3.39,,,44.49,64.42,
세원셀론텍,472,091090,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=091090,"3,210","1,819",543,353,16,26,17,-57,-39,29,"3,587","3,587","3,540","1,821","1,821","1,744","1,766","1,766","1,796",0.87,4.72,4.73,-3.13,-7.25,8.29,-3.31,-3.31,-1.34,-1.65,-1.65,-0.67,103.07,103.07,97.12,-93,-65,48,N/A,N/A,N/A,"2,896","2,896","2,944",0.99,0.99,0.69,,,,0.00,0.00,
토니모리,473,214420,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=214420,"10,650","1,720",433,331,-3,20,-77,-57,-56,-98,"2,409","2,409","2,423","1,423","1,423","1,534",986,986,890,-0.16,4.56,-23.25,-3.31,-12.83,-29.75,-5.33,-5.33,-13.22,-2.56,-2.56,-5.75,144.35,144.35,172.45,-308,-307,-552,N/A,N/A,N/A,"5,648","5,648","5,104",1.85,1.85,1.65,,,,0.00,0.00,0.00
대덕,475,008060,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=008060,"6,770","10,722","2,563",,464,84,-4,646,192,64,"12,019","12,019","12,140","1,621","1,621","8,800","10,397","10,397","3,340",4.33,3.28,,6.02,7.49,,6.38,6.38,8.66,5.52,5.52,4.75,15.60,15.60,263.50,794,236,78,13.16,13.16,10.43,"14,955","14,955","4,804",0.70,0.70,1.52,2.87,2.90,,32.33,108.69,0.00
현대상사,477,011760,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011760,"14,750","42,634","9,476","9,218",435,66,142,164,-16,122,"14,446","14,446","14,265","11,028","11,028","10,718","3,418","3,418","3,547",1.02,0.69,1.54,0.39,-0.17,1.32,5.07,5.07,5.96,1.29,1.29,1.53,322.70,322.70,302.17,"1,236",-122,921,14.48,14.48,7.15,"26,881","26,881","27,903",0.67,0.67,0.38,3.35,,,46.44,-472.19,0.00
동성코퍼레이션,478,102260,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=102260,"4,300","8,498","2,307","2,303",518,75,176,250,-24,130,"8,505","8,505","8,994","4,321","4,321","4,861","4,184","4,184","4,133",6.10,3.27,7.65,2.94,-1.03,5.66,2.00,2.00,2.78,3.02,3.02,3.31,103.27,103.27,117.61,124,-104,99,42.10,42.10,17.62,"6,403","6,403","6,271",0.82,0.82,0.47,3.83,,,156.15,-185.86,0.00
KPX홀딩스,480,092230,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=092230,"44,200","10,103","2,639","2,365",643,172,168,758,251,79,"14,490","14,490","15,048","2,677","2,677","3,354","11,813","11,813","11,695",6.37,6.50,7.11,7.50,9.50,3.33,5.55,5.55,4.59,5.29,5.29,4.52,22.66,22.66,28.68,"8,130","3,052",457,6.69,6.69,5.95,"154,553","154,553","152,781",0.35,0.35,0.26,4.78,,,30.93,63.38,0.00
아시아나IDT,481,267850,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=267850,"18,050","2,461",618,536,114,43,30,-81,-7,0,"2,286","2,286","2,233",872,872,874,"1,414","1,414","1,359",4.62,6.90,5.51,-3.27,-1.21,0.07,-5.44,-5.44,1.31,-3.63,-3.63,0.83,61.69,61.69,64.34,-725,-67,3,N/A,N/A,66.05,"12,737","12,737","12,241",1.67,1.67,0.90,2.35,,,-68.93,-741.04,
S&T중공업,483,003570,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003570,"5,620","3,751",924,734,192,85,37,166,68,34,"8,414","8,414","8,258","2,243","2,243","2,159","6,171","6,171","6,099",5.13,9.25,5.01,4.44,7.40,4.58,2.72,2.72,2.56,1.97,1.97,1.88,36.34,36.34,35.40,501,205,101,13.20,13.20,11.76,"23,066","23,066","23,147",0.29,0.29,0.24,4.54,4.86,,48.22,117.51,
명문제약,484,017180,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017180,"7,320","1,493",385,338,-143,-78,-40,-208,-125,-54,"2,644","2,644","2,586","1,842","1,842","1,835",802,802,751,-9.57,-20.38,-11.97,-13.95,-32.42,-15.86,-24.55,-24.55,-29.78,-8.21,-8.21,-9.54,229.75,229.75,244.31,-776,-471,-200,N/A,N/A,N/A,"2,928","2,928","2,727",1.56,1.56,1.77,0.00,,,0.00,0.00,
동아지질,485,028100,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=028100,"16,250","3,809","1,021",912,229,57,29,190,46,15,"3,223","3,223","3,339","1,284","1,284","1,366","1,939","1,939","1,972",6.02,5.57,3.19,5.00,4.54,1.69,10.33,10.33,7.78,6.27,6.27,4.57,66.22,66.22,69.28,"1,656",404,135,11.56,11.56,10.53,"17,159","17,159","17,456",1.12,1.12,0.76,1.04,,,11.87,48.70,0.00
티웨이항공,486,091810,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=091810,"3,960","8,104","1,849","1,492",-192,-210,-223,-432,-96,-348,"8,078","8,078","6,928","6,189","6,189","5,397","1,889","1,889","1,531",-2.37,-11.38,-14.95,-5.33,-5.20,-23.34,-20.84,-20.84,-48.05,-6.98,-6.98,-12.95,327.66,327.66,352.49,-920,-205,-741,N/A,N/A,N/A,"4,033","4,033","3,273",1.40,1.40,0.89,0.00,,,0.00,0.00,
KG케미칼,487,001390,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001390,"14,000","20,684","8,833","9,349","1,180",274,585,"2,193",-621,176,"41,515","41,515","40,800","28,000","28,000","27,283","13,516","13,516","13,517",5.70,3.10,6.26,10.60,-7.03,1.88,32.69,32.69,33.39,7.75,7.75,7.76,207.16,207.16,201.85,"7,569","-1,458",390,1.59,1.59,1.42,"26,621","26,621","26,655",0.45,0.45,0.41,2.92,,,4.66,-23.63,0.00
CJ제일제당 우,488,097955,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=097955,"305,500","223,525","59,613","58,309","8,969","2,698","2,759","1,910",935,"4,519","262,806","262,806","267,526","167,992","167,992","166,888","94,815","94,815","100,638",4.01,4.53,4.73,0.86,1.57,7.75,3.16,3.16,10.86,0.83,0.84,2.35,177.18,177.18,165.83,"9,312","5,708","27,086",27.12,27.12,6.37,"304,613","304,613","336,603",0.83,0.83,0.64,1.39,,,36.81,60.04,
KSS해운,489,044450,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=044450,"7,810","2,312",617,618,529,158,122,232,94,37,"9,467","9,467","10,200","6,678","6,678","7,282","2,789","2,789","2,918",22.89,25.64,19.80,10.05,15.31,5.93,8.79,8.79,8.60,2.51,2.51,2.43,239.44,239.44,249.54,"1,001",406,158,7.72,7.72,6.58,"12,415","12,415","12,990",0.62,0.62,0.51,3.49,,,26.13,64.47,0.00
한국화장품제조,490,003350,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003350,"38,900",765,183,199,13,3,8,-15,-6,4,842,842,882,362,362,401,480,480,481,1.71,1.51,3.91,-1.95,-3.21,2.07,-3.03,-3.03,-2.95,-1.91,-1.91,-1.76,75.28,75.28,83.46,-328,-130,91,N/A,N/A,N/A,"13,249","13,249","13,260",2.34,2.34,1.87,0.32,,,-24.36,-61.76,
대양금속,491,009190,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009190,"6,190","1,516",346,381,32,-2,7,35,8,10,905,905,985,238,238,308,667,667,677,2.14,-0.59,1.87,2.29,2.20,2.52,7.06,7.06,8.04,3.80,3.80,4.19,35.66,35.66,45.45,132,29,27,113.98,113.98,14.51,"1,907","1,907","1,935",7.89,7.89,1.06,0.00,,,0.00,0.00,
